user_id,role,competency,user_type,true_skill,self_rating_raw,self_rating_likert,confidence_bias,timestamp
u_0361,DE,data_architecture,beginner,0.174,0.219,2,0.045,2025-03-08 18:01:00
u_0361,DE,databases,beginner,0.257,0.265,2,0.008,2025-03-08 18:01:00
u_0361,DE,pipelines,beginner,0.113,0.415,3,0.302,2025-03-08 18:01:00
u_0361,DE,system,beginner,0.562,0.64,4,0.078,2025-03-08 18:01:00
u_0361,DE,cloud_storage,beginner,0.189,0.142,1,-0.047,2025-03-08 18:01:00
u_0318,DS,machine_learning,intermediate,0.551,0.65,4,0.099,2024-04-05 19:14:00
u_0318,DS,deep_learning,intermediate,0.377,0.23,2,-0.147,2024-04-05 19:14:00
u_0318,DS,nlp,intermediate,0.442,0.467,3,0.025,2024-04-05 19:14:00
u_0318,DS,evaluation,intermediate,0.064,0.0,1,-0.064,2024-04-05 19:14:00
u_0318,DS,data_eng_ds,intermediate,0.653,0.494,3,-0.159,2024-04-05 19:14:00
u_0318,DS,python_da,intermediate,0.723,0.747,4,0.024,2024-04-05 19:14:00
u_0318,DS,mlops_ts,intermediate,0.417,0.506,3,0.089,2024-04-05 19:14:00
u_0003,DA,sql,advanced,0.926,0.897,5,-0.029,2025-06-01 22:01:00
u_0003,DA,statistics,advanced,0.548,0.484,3,-0.064,2025-06-01 22:01:00
u_0003,DA,analytics,advanced,0.773,0.687,4,-0.086,2025-06-01 22:01:00
u_0003,DA,python_da,advanced,0.772,0.545,3,-0.227,2025-06-01 22:01:00
u_0003,DA,bi_tools,advanced,0.521,0.385,2,-0.136,2025-06-01 22:01:00
u_0136,DA,sql,intermediate,0.909,0.854,5,-0.055,2025-07-28 19:45:00
u_0136,DA,statistics,intermediate,0.404,0.531,3,0.127,2025-07-28 19:45:00
u_0136,DA,analytics,intermediate,0.437,0.478,3,0.041,2025-07-28 19:45:00
u_0136,DA,python_da,intermediate,0.491,0.279,2,-0.212,2025-07-28 19:45:00
u_0136,DA,bi_tools,intermediate,0.369,0.408,3,0.039,2025-07-28 19:45:00
u_0328,DS,machine_learning,intermediate,0.463,0.417,3,-0.046,2025-10-27 23:34:00
u_0328,DS,deep_learning,intermediate,0.838,0.757,4,-0.081,2025-10-27 23:34:00
u_0328,DS,nlp,intermediate,0.42,0.493,3,0.073,2025-10-27 23:34:00
u_0328,DS,evaluation,intermediate,0.629,0.753,4,0.124,2025-10-27 23:34:00
u_0328,DS,data_eng_ds,intermediate,0.47,0.582,3,0.112,2025-10-27 23:34:00
u_0328,DS,python_da,intermediate,0.516,0.415,3,-0.101,2025-10-27 23:34:00
u_0328,DS,mlops_ts,intermediate,0.883,0.846,5,-0.037,2025-10-27 23:34:00
u_0093,DA,sql,intermediate,0.727,0.767,4,0.04,2025-03-05 19:28:00
u_0093,DA,statistics,intermediate,0.627,0.744,4,0.117,2025-03-05 19:28:00
u_0093,DA,analytics,intermediate,0.573,0.515,3,-0.058,2025-03-05 19:28:00
u_0093,DA,python_da,intermediate,0.869,0.847,5,-0.022,2025-03-05 19:28:00
u_0093,DA,bi_tools,intermediate,0.38,0.247,2,-0.133,2025-03-05 19:28:00
u_0082,DA,sql,beginner,0.412,0.348,2,-0.064,2025-08-26 20:51:00
u_0082,DA,statistics,beginner,0.463,0.641,4,0.178,2025-08-26 20:51:00
u_0082,DA,analytics,beginner,0.595,0.838,5,0.243,2025-08-26 20:51:00
u_0082,DA,python_da,beginner,0.18,0.251,2,0.071,2025-08-26 20:51:00
u_0082,DA,bi_tools,beginner,0.2,0.4,3,0.2,2025-08-26 20:51:00
u_0408,DE,big_data,intermediate,0.291,0.334,2,0.043,2024-01-07 19:44:00
u_0408,DE,data_architecture,intermediate,0.622,0.545,3,-0.077,2024-01-07 19:44:00
u_0408,DE,databases,intermediate,0.514,0.557,3,0.043,2024-01-07 19:44:00
u_0408,DE,pipelines,intermediate,0.529,0.714,4,0.185,2024-01-07 19:44:00
u_0408,DE,system,intermediate,0.376,0.372,2,-0.004,2024-01-07 19:44:00
u_0408,DE,cloud_storage,intermediate,0.792,0.98,5,0.188,2024-01-07 19:44:00
u_0352,DE,big_data,advanced,0.758,0.394,2,-0.364,2025-03-08 20:17:00
u_0352,DE,data_architecture,advanced,0.903,0.952,5,0.049,2025-03-08 20:17:00
u_0352,DE,databases,advanced,0.72,0.68,4,-0.04,2025-03-08 20:17:00
u_0352,DE,pipelines,advanced,0.683,0.597,3,-0.086,2025-03-08 20:17:00
u_0352,DE,system,advanced,0.452,0.413,3,-0.039,2025-03-08 20:17:00
u_0352,DE,cloud_storage,advanced,0.87,0.581,3,-0.289,2025-03-08 20:17:00
u_0192,DS,machine_learning,advanced,0.514,0.438,3,-0.076,2024-06-08 19:48:00
u_0192,DS,deep_learning,advanced,0.934,0.927,5,-0.007,2024-06-08 19:48:00
u_0192,DS,nlp,advanced,0.679,0.806,5,0.127,2024-06-08 19:48:00
u_0192,DS,evaluation,advanced,0.597,0.485,3,-0.112,2024-06-08 19:48:00
u_0192,DS,data_eng_ds,advanced,0.644,0.497,3,-0.147,2024-06-08 19:48:00
u_0192,DS,python_da,advanced,0.718,0.608,4,-0.11,2024-06-08 19:48:00
u_0192,DS,mlops_ts,advanced,0.838,0.898,5,0.06,2024-06-08 19:48:00
u_0234,DS,machine_learning,intermediate,0.314,0.353,2,0.039,2024-12-10 18:05:00
u_0234,DS,deep_learning,intermediate,0.383,0.319,2,-0.064,2024-12-10 18:05:00
u_0234,DS,nlp,intermediate,0.503,0.565,3,0.062,2024-12-10 18:05:00
u_0234,DS,evaluation,intermediate,0.851,0.863,5,0.012,2024-12-10 18:05:00
u_0234,DS,data_eng_ds,intermediate,0.14,0.256,2,0.116,2024-12-10 18:05:00
u_0234,DS,python_da,intermediate,0.318,0.234,2,-0.084,2024-12-10 18:05:00
u_0234,DS,mlops_ts,intermediate,0.618,0.579,3,-0.039,2024-12-10 18:05:00
u_0337,DE,big_data,advanced,0.651,0.554,3,-0.097,2025-01-24 18:22:00
u_0337,DE,data_architecture,advanced,0.809,0.583,3,-0.226,2025-01-24 18:22:00
u_0337,DE,databases,advanced,0.868,0.854,5,-0.014,2025-01-24 18:22:00
u_0337,DE,pipelines,advanced,0.618,0.599,3,-0.019,2025-01-24 18:22:00
u_0337,DE,system,advanced,0.93,0.881,5,-0.049,2025-01-24 18:22:00
u_0337,DE,cloud_storage,advanced,0.592,0.514,3,-0.078,2025-01-24 18:22:00
u_0118,DA,sql,intermediate,0.576,0.406,3,-0.17,2024-12-18 22:16:00
u_0118,DA,statistics,intermediate,0.79,0.74,4,-0.05,2024-12-18 22:16:00
u_0118,DA,analytics,intermediate,0.599,0.558,3,-0.041,2024-12-18 22:16:00
u_0118,DA,python_da,intermediate,0.328,0.232,2,-0.096,2024-12-18 22:16:00
u_0118,DA,bi_tools,intermediate,0.088,0.069,1,-0.019,2024-12-18 22:16:00
u_0259,DS,machine_learning,intermediate,0.415,0.463,3,0.048,2024-02-14 23:29:00
u_0259,DS,deep_learning,intermediate,0.136,0.362,2,0.226,2024-02-14 23:29:00
u_0259,DS,nlp,intermediate,0.643,0.664,4,0.021,2024-02-14 23:29:00
u_0259,DS,evaluation,intermediate,0.454,0.485,3,0.031,2024-02-14 23:29:00
u_0259,DS,data_eng_ds,intermediate,0.12,0.111,1,-0.009,2024-02-14 23:29:00
u_0259,DS,python_da,intermediate,0.813,0.583,3,-0.23,2024-02-14 23:29:00
u_0259,DS,mlops_ts,intermediate,0.467,0.464,3,-0.003,2024-02-14 23:29:00
u_0005,DA,sql,intermediate,0.619,0.626,4,0.007,2025-07-03 18:59:00
u_0005,DA,statistics,intermediate,0.851,1.0,5,0.149,2025-07-03 18:59:00
u_0005,DA,analytics,intermediate,0.499,0.476,3,-0.023,2025-07-03 18:59:00
u_0005,DA,python_da,intermediate,0.788,0.824,5,0.036,2025-07-03 18:59:00
u_0005,DA,bi_tools,intermediate,0.66,0.656,4,-0.004,2025-07-03 18:59:00
u_0089,DA,sql,intermediate,0.027,0.0,1,-0.027,2025-01-22 18:35:00
u_0089,DA,statistics,intermediate,0.42,0.557,3,0.137,2025-01-22 18:35:00
u_0089,DA,analytics,intermediate,0.248,0.338,2,0.09,2025-01-22 18:35:00
u_0089,DA,python_da,intermediate,0.85,0.945,5,0.095,2025-01-22 18:35:00
u_0089,DA,bi_tools,intermediate,0.591,0.482,3,-0.109,2025-01-22 18:35:00
u_0267,DS,machine_learning,intermediate,0.565,0.733,4,0.168,2024-10-27 23:39:00
u_0267,DS,deep_learning,intermediate,0.479,0.311,2,-0.168,2024-10-27 23:39:00
u_0267,DS,nlp,intermediate,0.48,0.55,3,0.07,2024-10-27 23:39:00
u_0267,DS,evaluation,intermediate,0.442,0.705,4,0.263,2024-10-27 23:39:00
u_0267,DS,data_eng_ds,intermediate,0.486,0.367,2,-0.119,2024-10-27 23:39:00
u_0267,DS,python_da,intermediate,0.672,0.604,4,-0.068,2024-10-27 23:39:00
u_0267,DS,mlops_ts,intermediate,0.696,0.708,4,0.012,2024-10-27 23:39:00
u_0320,DS,machine_learning,beginner,0.357,0.377,2,0.02,2025-01-05 22:12:00
u_0320,DS,deep_learning,beginner,0.365,0.259,2,-0.106,2025-01-05 22:12:00
u_0320,DS,nlp,beginner,0.269,0.357,2,0.088,2025-01-05 22:12:00
u_0320,DS,evaluation,beginner,0.853,0.806,5,-0.047,2025-01-05 22:12:00
u_0320,DS,data_eng_ds,beginner,0.366,0.503,3,0.137,2025-01-05 22:12:00
u_0320,DS,python_da,beginner,0.383,0.353,2,-0.03,2025-01-05 22:12:00
u_0320,DS,mlops_ts,beginner,0.07,0.336,2,0.266,2025-01-05 22:12:00
u_0424,DE,big_data,advanced,0.812,0.668,4,-0.144,2025-12-22 18:02:00
u_0424,DE,data_architecture,advanced,0.672,0.583,3,-0.089,2025-12-22 18:02:00
u_0424,DE,databases,advanced,0.935,0.983,5,0.048,2025-12-22 18:02:00
u_0424,DE,pipelines,advanced,0.831,0.633,4,-0.198,2025-12-22 18:02:00
u_0424,DE,system,advanced,0.606,0.583,3,-0.023,2025-12-22 18:02:00
u_0424,DE,cloud_storage,advanced,0.648,0.755,4,0.107,2025-12-22 18:02:00
u_0147,DA,sql,intermediate,0.296,0.103,1,-0.193,2025-11-08 19:49:00
u_0147,DA,statistics,intermediate,0.606,0.628,4,0.022,2025-11-08 19:49:00
u_0147,DA,analytics,intermediate,0.471,0.502,3,0.031,2025-11-08 19:49:00
u_0147,DA,python_da,intermediate,0.589,0.683,4,0.094,2025-11-08 19:49:00
u_0147,DA,bi_tools,intermediate,0.227,0.079,1,-0.148,2025-11-08 19:49:00
u_0255,DS,machine_learning,intermediate,0.475,0.317,2,-0.158,2024-10-23 18:54:00
u_0255,DS,deep_learning,intermediate,0.654,0.717,4,0.063,2024-10-23 18:54:00
u_0255,DS,nlp,intermediate,0.755,0.791,4,0.036,2024-10-23 18:54:00
u_0255,DS,evaluation,intermediate,0.197,0.227,2,0.03,2024-10-23 18:54:00
u_0255,DS,data_eng_ds,intermediate,0.835,0.877,5,0.042,2024-10-23 18:54:00
u_0255,DS,python_da,intermediate,0.757,0.675,4,-0.082,2024-10-23 18:54:00
u_0255,DS,mlops_ts,intermediate,0.709,0.737,4,0.028,2024-10-23 18:54:00
u_0087,DA,sql,intermediate,0.115,0.15,1,0.035,2024-08-26 18:24:00
u_0087,DA,statistics,intermediate,0.711,0.625,4,-0.086,2024-08-26 18:24:00
u_0087,DA,analytics,intermediate,0.77,0.994,5,0.224,2024-08-26 18:24:00
u_0087,DA,python_da,intermediate,0.694,0.751,4,0.057,2024-08-26 18:24:00
u_0087,DA,bi_tools,intermediate,0.24,0.097,1,-0.143,2024-08-26 18:24:00
u_0422,DE,big_data,intermediate,0.53,0.609,4,0.079,2024-10-11 21:40:00
u_0422,DE,data_architecture,intermediate,0.438,0.321,2,-0.117,2024-10-11 21:40:00
u_0422,DE,databases,intermediate,0.431,0.525,3,0.094,2024-10-11 21:40:00
u_0422,DE,pipelines,intermediate,0.262,0.401,3,0.139,2024-10-11 21:40:00
u_0422,DE,system,intermediate,0.743,0.645,4,-0.098,2024-10-11 21:40:00
u_0422,DE,cloud_storage,intermediate,0.784,0.9,5,0.116,2024-10-11 21:40:00
u_0046,DA,sql,intermediate,0.505,0.555,3,0.05,2025-01-08 19:23:00
u_0046,DA,statistics,intermediate,0.757,0.856,5,0.099,2025-01-08 19:23:00
u_0046,DA,analytics,intermediate,0.68,0.908,5,0.228,2025-01-08 19:23:00
u_0046,DA,python_da,intermediate,0.459,0.43,3,-0.029,2025-01-08 19:23:00
u_0046,DA,bi_tools,intermediate,0.482,0.392,2,-0.09,2025-01-08 19:23:00
u_0263,DS,machine_learning,intermediate,0.499,0.392,2,-0.107,2024-12-29 19:42:00
u_0263,DS,deep_learning,intermediate,0.256,0.158,1,-0.098,2024-12-29 19:42:00
u_0263,DS,nlp,intermediate,0.648,0.639,4,-0.009,2024-12-29 19:42:00
u_0263,DS,evaluation,intermediate,0.671,0.712,4,0.041,2024-12-29 19:42:00
u_0263,DS,data_eng_ds,intermediate,0.664,0.697,4,0.033,2024-12-29 19:42:00
u_0263,DS,python_da,intermediate,0.763,0.862,5,0.099,2024-12-29 19:42:00
u_0263,DS,mlops_ts,intermediate,0.589,0.591,3,0.002,2024-12-29 19:42:00
u_0288,DS,machine_learning,intermediate,0.597,0.771,4,0.174,2024-09-30 23:59:00
u_0288,DS,deep_learning,intermediate,0.593,0.561,3,-0.032,2024-09-30 23:59:00
u_0288,DS,nlp,intermediate,0.305,0.631,4,0.326,2024-09-30 23:59:00
u_0288,DS,evaluation,intermediate,0.304,0.379,2,0.075,2024-09-30 23:59:00
u_0288,DS,data_eng_ds,intermediate,0.071,0.0,1,-0.071,2024-09-30 23:59:00
u_0288,DS,python_da,intermediate,0.647,0.518,3,-0.129,2024-09-30 23:59:00
u_0288,DS,mlops_ts,intermediate,0.47,0.528,3,0.058,2024-09-30 23:59:00
u_0294,DS,machine_learning,intermediate,0.819,0.792,4,-0.027,2025-11-30 23:04:00
u_0294,DS,deep_learning,intermediate,0.359,0.445,3,0.086,2025-11-30 23:04:00
u_0294,DS,nlp,intermediate,0.62,0.677,4,0.057,2025-11-30 23:04:00
u_0294,DS,evaluation,intermediate,0.224,0.215,2,-0.009,2025-11-30 23:04:00
u_0294,DS,data_eng_ds,intermediate,0.128,0.026,1,-0.102,2025-11-30 23:04:00
u_0294,DS,python_da,intermediate,0.4,0.218,2,-0.182,2025-11-30 23:04:00
u_0294,DS,mlops_ts,intermediate,0.3,0.246,2,-0.054,2025-11-30 23:04:00
u_0378,DE,big_data,intermediate,0.684,0.787,4,0.103,2025-09-15 23:10:00
u_0378,DE,data_architecture,intermediate,0.353,0.379,2,0.026,2025-09-15 23:10:00
u_0378,DE,databases,intermediate,0.784,0.635,4,-0.149,2025-09-15 23:10:00
u_0378,DE,pipelines,intermediate,0.561,0.582,3,0.021,2025-09-15 23:10:00
u_0378,DE,system,intermediate,0.879,0.925,5,0.046,2025-09-15 23:10:00
u_0378,DE,cloud_storage,intermediate,0.497,0.391,2,-0.106,2025-09-15 23:10:00
u_0013,DA,sql,advanced,0.616,0.584,3,-0.032,2025-06-30 23:15:00
u_0013,DA,statistics,advanced,0.891,0.848,5,-0.043,2025-06-30 23:15:00
u_0013,DA,analytics,advanced,0.684,0.497,3,-0.187,2025-06-30 23:15:00
u_0013,DA,python_da,advanced,0.708,0.701,4,-0.007,2025-06-30 23:15:00
u_0013,DA,bi_tools,advanced,0.645,0.662,4,0.017,2025-06-30 23:15:00
u_0122,DA,sql,beginner,0.148,0.358,2,0.21,2024-06-16 21:24:00
u_0122,DA,statistics,beginner,0.535,0.741,4,0.206,2024-06-16 21:24:00
u_0122,DA,analytics,beginner,0.028,0.0,1,-0.028,2024-06-16 21:24:00
u_0122,DA,python_da,beginner,0.238,0.205,2,-0.033,2024-06-16 21:24:00
u_0122,DA,bi_tools,beginner,0.315,0.457,3,0.142,2024-06-16 21:24:00
u_0258,DS,machine_learning,intermediate,0.295,0.357,2,0.062,2024-10-03 23:44:00
u_0258,DS,deep_learning,intermediate,0.669,0.731,4,0.062,2024-10-03 23:44:00
u_0258,DS,nlp,intermediate,0.488,0.95,5,0.462,2024-10-03 23:44:00
u_0258,DS,evaluation,intermediate,0.801,0.87,5,0.069,2024-10-03 23:44:00
u_0258,DS,data_eng_ds,intermediate,0.342,0.478,3,0.136,2024-10-03 23:44:00
u_0258,DS,python_da,intermediate,0.8,0.914,5,0.114,2024-10-03 23:44:00
u_0258,DS,mlops_ts,intermediate,0.781,0.859,5,0.078,2024-10-03 23:44:00
u_0172,DS,machine_learning,intermediate,0.734,0.696,4,-0.038,2025-07-24 19:43:00
u_0172,DS,deep_learning,intermediate,0.602,0.693,4,0.091,2025-07-24 19:43:00
u_0172,DS,nlp,intermediate,0.823,0.73,4,-0.093,2025-07-24 19:43:00
u_0172,DS,evaluation,intermediate,0.29,0.262,2,-0.028,2025-07-24 19:43:00
u_0172,DS,data_eng_ds,intermediate,0.734,0.676,4,-0.058,2025-07-24 19:43:00
u_0172,DS,python_da,intermediate,0.673,0.683,4,0.01,2025-07-24 19:43:00
u_0172,DS,mlops_ts,intermediate,0.811,1.0,5,0.189,2025-07-24 19:43:00
u_0431,DE,big_data,intermediate,0.654,0.43,3,-0.224,2024-11-28 18:14:00
u_0431,DE,data_architecture,intermediate,0.415,0.497,3,0.082,2024-11-28 18:14:00
u_0431,DE,databases,intermediate,0.701,0.507,3,-0.194,2024-11-28 18:14:00
u_0431,DE,pipelines,intermediate,0.331,0.274,2,-0.057,2024-11-28 18:14:00
u_0431,DE,system,intermediate,0.903,1.0,5,0.097,2024-11-28 18:14:00
u_0431,DE,cloud_storage,intermediate,0.24,0.248,2,0.008,2024-11-28 18:14:00
u_0394,DE,big_data,intermediate,0.238,0.109,1,-0.129,2024-02-02 20:25:00
u_0394,DE,data_architecture,intermediate,0.324,0.238,2,-0.086,2024-02-02 20:25:00
u_0394,DE,databases,intermediate,0.349,0.431,3,0.082,2024-02-02 20:25:00
u_0394,DE,pipelines,intermediate,0.626,0.538,3,-0.088,2024-02-02 20:25:00
u_0394,DE,system,intermediate,0.297,0.323,2,0.026,2024-02-02 20:25:00
u_0394,DE,cloud_storage,intermediate,0.619,0.624,4,0.005,2024-02-02 20:25:00
u_0194,DS,machine_learning,beginner,0.247,0.249,2,0.002,2024-10-01 18:13:00
u_0194,DS,deep_learning,beginner,0.454,0.791,4,0.337,2024-10-01 18:13:00
u_0194,DS,nlp,beginner,0.195,0.351,2,0.156,2024-10-01 18:13:00
u_0194,DS,evaluation,beginner,0.584,0.421,3,-0.163,2024-10-01 18:13:00
u_0194,DS,data_eng_ds,beginner,0.267,0.369,2,0.102,2024-10-01 18:13:00
u_0194,DS,python_da,beginner,0.34,0.341,2,0.001,2024-10-01 18:13:00
u_0194,DS,mlops_ts,beginner,0.16,0.342,2,0.182,2024-10-01 18:13:00
u_0437,DE,big_data,intermediate,0.349,0.254,2,-0.095,2025-08-03 23:20:00
u_0437,DE,data_architecture,intermediate,0.648,0.634,4,-0.014,2025-08-03 23:20:00
u_0437,DE,databases,intermediate,0.751,0.812,5,0.061,2025-08-03 23:20:00
u_0437,DE,pipelines,intermediate,0.779,0.883,5,0.104,2025-08-03 23:20:00
u_0437,DE,system,intermediate,0.636,0.492,3,-0.144,2025-08-03 23:20:00
u_0437,DE,cloud_storage,intermediate,0.367,0.327,2,-0.04,2025-08-03 23:20:00
u_0402,DE,big_data,intermediate,0.487,0.43,3,-0.057,2024-08-05 23:31:00
u_0402,DE,data_architecture,intermediate,0.589,0.511,3,-0.078,2024-08-05 23:31:00
u_0402,DE,databases,intermediate,0.563,0.775,4,0.212,2024-08-05 23:31:00
u_0402,DE,pipelines,intermediate,0.352,0.401,3,0.049,2024-08-05 23:31:00
u_0402,DE,system,intermediate,0.4,0.249,2,-0.151,2024-08-05 23:31:00
u_0402,DE,cloud_storage,intermediate,0.104,0.214,2,0.11,2024-08-05 23:31:00
u_0256,DS,machine_learning,intermediate,0.197,0.452,3,0.255,2025-02-09 23:29:00
u_0256,DS,deep_learning,intermediate,0.358,0.482,3,0.124,2025-02-09 23:29:00
u_0256,DS,nlp,intermediate,0.764,0.582,3,-0.182,2025-02-09 23:29:00
u_0256,DS,evaluation,intermediate,0.565,0.507,3,-0.058,2025-02-09 23:29:00
u_0256,DS,data_eng_ds,intermediate,0.645,0.797,4,0.152,2025-02-09 23:29:00
u_0256,DS,python_da,intermediate,0.742,0.657,4,-0.085,2025-02-09 23:29:00
u_0256,DS,mlops_ts,intermediate,0.392,0.445,3,0.053,2025-02-09 23:29:00
u_0398,DE,big_data,advanced,0.553,0.596,3,0.043,2024-05-26 20:08:00
u_0398,DE,data_architecture,advanced,0.869,0.708,4,-0.161,2024-05-26 20:08:00
u_0398,DE,databases,advanced,0.709,0.652,4,-0.057,2024-05-26 20:08:00
u_0398,DE,pipelines,advanced,0.847,0.408,3,-0.439,2024-05-26 20:08:00
u_0398,DE,system,advanced,0.911,0.738,4,-0.173,2024-05-26 20:08:00
u_0398,DE,cloud_storage,advanced,0.771,0.691,4,-0.08,2024-05-26 20:08:00
u_0249,DS,machine_learning,intermediate,0.732,0.582,3,-0.15,2024-09-09 23:35:00
u_0249,DS,deep_learning,intermediate,0.266,0.462,3,0.196,2024-09-09 23:35:00
u_0249,DS,nlp,intermediate,0.286,0.114,1,-0.172,2024-09-09 23:35:00
u_0249,DS,evaluation,intermediate,0.879,0.826,5,-0.053,2024-09-09 23:35:00
u_0249,DS,data_eng_ds,intermediate,0.336,0.352,2,0.016,2024-09-09 23:35:00
u_0249,DS,python_da,intermediate,0.27,0.443,3,0.173,2024-09-09 23:35:00
u_0249,DS,mlops_ts,intermediate,0.321,0.149,1,-0.172,2024-09-09 23:35:00
u_0364,DE,big_data,beginner,0.311,0.531,3,0.22,2025-07-05 20:47:00
u_0364,DE,data_architecture,beginner,0.167,0.248,2,0.081,2025-07-05 20:47:00
u_0364,DE,databases,beginner,0.104,0.066,1,-0.038,2025-07-05 20:47:00
u_0364,DE,pipelines,beginner,0.197,0.332,2,0.135,2025-07-05 20:47:00
u_0364,DE,system,beginner,0.387,0.491,3,0.104,2025-07-05 20:47:00
u_0364,DE,cloud_storage,beginner,0.289,0.297,2,0.008,2025-07-05 20:47:00
u_0187,DS,machine_learning,advanced,0.733,0.691,4,-0.042,2025-08-21 21:57:00
u_0187,DS,deep_learning,advanced,0.773,0.677,4,-0.096,2025-08-21 21:57:00
u_0187,DS,nlp,advanced,0.91,0.874,5,-0.036,2025-08-21 21:57:00
u_0187,DS,evaluation,advanced,0.706,0.735,4,0.029,2025-08-21 21:57:00
u_0187,DS,data_eng_ds,advanced,0.58,0.72,4,0.14,2025-08-21 21:57:00
u_0187,DS,python_da,advanced,0.987,0.788,4,-0.199,2025-08-21 21:57:00
u_0187,DS,mlops_ts,advanced,0.376,0.582,3,0.206,2025-08-21 21:57:00
u_0049,DA,sql,intermediate,0.389,0.155,1,-0.234,2025-08-20 21:23:00
u_0049,DA,statistics,intermediate,0.442,0.424,3,-0.018,2025-08-20 21:23:00
u_0049,DA,analytics,intermediate,0.476,0.547,3,0.071,2025-08-20 21:23:00
u_0049,DA,python_da,intermediate,0.207,0.241,2,0.034,2025-08-20 21:23:00
u_0049,DA,bi_tools,intermediate,0.805,0.73,4,-0.075,2025-08-20 21:23:00
u_0459,DE,big_data,intermediate,0.628,0.603,4,-0.025,2024-08-12 19:32:00
u_0459,DE,data_architecture,intermediate,0.524,0.465,3,-0.059,2024-08-12 19:32:00
u_0459,DE,databases,intermediate,0.834,0.763,4,-0.071,2024-08-12 19:32:00
u_0459,DE,pipelines,intermediate,0.475,0.577,3,0.102,2024-08-12 19:32:00
u_0459,DE,system,intermediate,0.917,0.96,5,0.043,2024-08-12 19:32:00
u_0459,DE,cloud_storage,intermediate,0.418,0.335,2,-0.083,2024-08-12 19:32:00
u_0385,DE,big_data,intermediate,0.368,0.476,3,0.108,2025-05-20 18:48:00
u_0385,DE,data_architecture,intermediate,0.266,0.303,2,0.037,2025-05-20 18:48:00
u_0385,DE,databases,intermediate,0.665,0.763,4,0.098,2025-05-20 18:48:00
u_0385,DE,pipelines,intermediate,0.506,0.582,3,0.076,2025-05-20 18:48:00
u_0385,DE,system,intermediate,0.29,0.191,1,-0.099,2025-05-20 18:48:00
u_0385,DE,cloud_storage,intermediate,0.532,0.465,3,-0.067,2025-05-20 18:48:00
u_0404,DE,big_data,intermediate,0.389,0.479,3,0.09,2024-02-18 18:09:00
u_0404,DE,data_architecture,intermediate,0.237,0.31,2,0.073,2024-02-18 18:09:00
u_0404,DE,databases,intermediate,0.398,0.395,2,-0.003,2024-02-18 18:09:00
u_0404,DE,pipelines,intermediate,0.774,0.788,4,0.014,2024-02-18 18:09:00
u_0404,DE,system,intermediate,0.679,0.832,5,0.153,2024-02-18 18:09:00
u_0404,DE,cloud_storage,intermediate,0.803,0.732,4,-0.071,2024-02-18 18:09:00
