user_id,question_id,role,competency,skill_group,question_type,difficulty_label,difficulty,quality_score,skill_before,skill_after,timestamp,session_order
u_0165,DA_LZ_127,DA,SQL_DATABASE,SQL_DATABASE,MC_SINGLE,HARD,0.8,0,0.6954,0.694,2024-12-18 20:59:00,39
u_0165,GEN_DA_PYTHON_DA_039,DA,PYTHON_ANALYTICS,PYTHON_PANDAS,THEORY,HARD,0.8,0,0.6358,0.6345,2024-12-18 21:05:00,40
u_0384,DE_OB_020,DE,DATA_PIPELINE,DATA_PIPELINE,THEORY,EASY,0.3,1,0.322,0.3762,2024-02-29 11:59:00,1
u_0384,CONV_TF_0022,DE,DATA_PIPELINE,DATA_PIPELINE,TRUE_FALSE,EASY,0.3,2,0.3762,0.4261,2024-02-29 12:05:00,2
u_0384,DE_OB_001,DE,DATA_PIPELINE,DATA_PIPELINE,THEORY,EASY,0.3,1,0.4261,0.472,2024-02-29 12:12:00,3
u_0384,CONV_FB_0066,DE,DATA_ARCHITECTURE_MODELING,DATA_ARCHITECTURE_MODELING,FILL_BLANK,EASY,0.3,1,0.388,0.437,2024-02-29 12:16:00,4
u_0384,DE_OB_378,DE,DATA_ARCHITECTURE_MODELING,DATA_ARCHITECTURE_MODELING,THEORY,EASY,0.3,1,0.437,0.482,2024-02-29 12:23:00,5
u_0384,CONV_TF_0057,DE,DATA_PIPELINE,DATA_PIPELINE,TRUE_FALSE,EASY,0.3,2,0.472,0.5143,2024-02-29 12:30:00,6
u_0384,DE_OB_031,DE,DATA_PIPELINE,DATA_PIPELINE,THEORY,EASY,0.3,1,0.5143,0.5531,2024-02-29 12:36:00,7
u_0384,DE_OB_374,DE,DATA_ARCHITECTURE_MODELING,DATA_ARCHITECTURE_MODELING,THEORY,EASY,0.3,0,0.482,0.481,2024-02-29 12:43:00,8
u_0384,DE_OB_331,DE,DATA_ARCHITECTURE_MODELING,DATA_ARCHITECTURE_MODELING,THEORY,EASY,0.3,1,0.481,0.5226,2024-02-29 12:51:00,9
u_0384,CONV_FB_0034,DE,BIG_DATA_CLOUD_TOOLS,BIG_DATA_CLOUD_TOOLS,FILL_BLANK,EASY,0.3,2,0.322,0.3762,2024-02-29 12:56:00,10
u_0384,DE_OB_365,DE,DATA_ARCHITECTURE_MODELING,DATA_ARCHITECTURE_MODELING,THEORY,EASY,0.3,2,0.5226,0.5608,2024-02-29 13:04:00,11
u_0384,DE_OB_342,DE,DATA_ARCHITECTURE_MODELING,DATA_ARCHITECTURE_MODELING,THEORY,EASY,0.3,2,0.5608,0.5959,2024-02-29 13:10:00,12
u_0384,DE_OB_145,DE,BIG_DATA_CLOUD_TOOLS,BIG_DATA_CLOUD_TOOLS,THEORY,EASY,0.3,0,0.3762,0.3755,2024-02-29 13:16:00,13
u_0384,DE_OB_141,DE,BIG_DATA_CLOUD_TOOLS,BIG_DATA_CLOUD_TOOLS,THEORY,EASY,0.3,2,0.3755,0.4254,2024-02-29 13:20:00,14
u_0384,DE_OB_229,DE,DATABASE_INTERNALS,DATABASE_INTERNALS,PRACTICE,EASY,0.3,2,0.334,0.3873,2024-02-29 13:23:00,15
u_0384,DE_OB_213,DE,DATABASE_INTERNALS,DATABASE_INTERNALS,PRACTICE,EASY,0.3,1,0.3873,0.4363,2024-02-29 13:27:00,16
u_0384,DE_OB_261,DE,DATABASE_INTERNALS,DATABASE_INTERNALS,PRACTICE,EASY,0.3,1,0.4363,0.4814,2024-02-29 13:30:00,17
u_0384,DE_OB_212,DE,DATABASE_INTERNALS,DATABASE_INTERNALS,PRACTICE,EASY,0.3,2,0.4814,0.5229,2024-02-29 13:38:00,18
u_0384,DE_OB_405,DE,SYSTEM_ARCHITECTURE,SYSTEM_ARCHITECTURE,THEORY,EASY,0.3,2,0.439,0.4839,2024-02-29 13:41:00,19
u_0384,GEN_DE_SYSTEM_029,DE,SYSTEM_ARCHITECTURE,SYSTEM_ARCHITECTURE,THEORY,EASY,0.3,0,0.4839,0.4829,2024-02-29 13:46:00,20
u_0384,GEN_DE_PIPELINES_025,DE,DATA_PIPELINE,DATA_PIPELINE,THEORY,MEDIUM,0.55,2,0.5531,0.5889,2024-02-29 13:50:00,21
u_0384,GEN_DE_SYSTEM_077,DE,SYSTEM_ARCHITECTURE,SYSTEM_ARCHITECTURE,THEORY,EASY,0.3,2,0.4829,0.5243,2024-02-29 13:56:00,22
u_0384,GEN_DE_SYSTEM_091,DE,SYSTEM_ARCHITECTURE,SYSTEM_ARCHITECTURE,THEORY,EASY,0.3,2,0.5243,0.5623,2024-02-29 14:00:00,23
u_0384,DE_OB_348,DE,DATA_ARCHITECTURE_MODELING,DATA_ARCHITECTURE_MODELING,THEORY,MEDIUM,0.55,0,0.5959,0.5947,2024-02-29 14:07:00,24
u_0384,DE_OB_011,DE,DATA_PIPELINE,DATA_PIPELINE,THEORY,MEDIUM,0.55,1,0.5889,0.6218,2024-02-29 14:11:00,25
u_0384,DE_OB_353,DE,DATA_ARCHITECTURE_MODELING,DATA_ARCHITECTURE_MODELING,THEORY,MEDIUM,0.55,0,0.5947,0.5935,2024-02-29 14:17:00,26
u_0384,DE_OB_121,DE,BIG_DATA_CLOUD_TOOLS,BIG_DATA_CLOUD_TOOLS,THEORY,MEDIUM,0.55,1,0.4254,0.4714,2024-02-29 14:20:00,27
u_0384,CONV_TF_0082,DE,BIG_DATA_CLOUD_TOOLS,BIG_DATA_CLOUD_TOOLS,TRUE_FALSE,MEDIUM,0.55,0,0.4714,0.4705,2024-02-29 14:25:00,28
u_0384,DE_OB_113,DE,BIG_DATA_CLOUD_TOOLS,BIG_DATA_CLOUD_TOOLS,PRACTICE,MEDIUM,0.55,1,0.4705,0.5128,2024-02-29 14:31:00,29
u_0384,GEN_DE_SYSTEM_018,DE,BIG_DATA_CLOUD_TOOLS,BIG_DATA_CLOUD_TOOLS,THEORY,MEDIUM,0.55,0,0.5128,0.5118,2024-02-29 14:34:00,30
u_0384,GEN_DE_DATABASES_036,DE,DATABASE_INTERNALS,DATABASE_INTERNALS,THEORY,MEDIUM,0.55,0,0.5229,0.5218,2024-02-29 14:42:00,31
u_0384,DE_OB_231,DE,DATABASE_INTERNALS,DATABASE_INTERNALS,PRACTICE,MEDIUM,0.55,2,0.5218,0.5601,2024-02-29 14:48:00,32
u_0384,GEN_DE_DATABASES_019,DE,DATABASE_INTERNALS,DATABASE_INTERNALS,THEORY,MEDIUM,0.55,0,0.5601,0.559,2024-02-29 14:51:00,33
u_0384,GEN_DE_SYSTEM_024,DE,BIG_DATA_CLOUD_TOOLS,BIG_DATA_CLOUD_TOOLS,THEORY,MEDIUM,0.55,2,0.5118,0.5509,2024-02-29 14:55:00,34
u_0384,DE_OB_021,DE,DATA_PIPELINE,DATA_PIPELINE,THEORY,HARD,0.8,0,0.6218,0.6205,2024-02-29 14:59:00,35
u_0384,DE_OB_183,DE,DATABASE_INTERNALS,DATABASE_INTERNALS,PRACTICE,MEDIUM,0.55,1,0.559,0.5943,2024-02-29 15:04:00,36
u_0384,DE_OB_399,DE,SYSTEM_ARCHITECTURE,SYSTEM_ARCHITECTURE,THEORY,MEDIUM,0.55,1,0.5623,0.5973,2024-02-29 15:07:00,37
u_0384,DE_OB_397,DE,SYSTEM_ARCHITECTURE,SYSTEM_ARCHITECTURE,THEORY,HARD,0.8,0,0.5973,0.5962,2024-02-29 15:14:00,38
u_0384,GEN_DE_SYSTEM_085,DE,SYSTEM_ARCHITECTURE,SYSTEM_ARCHITECTURE,THEORY,HARD,0.8,2,0.5962,0.6285,2024-02-29 15:22:00,39
u_0384,DE_OB_403,DE,SYSTEM_ARCHITECTURE,SYSTEM_ARCHITECTURE,THEORY,HARD,0.8,0,0.6285,0.6272,2024-02-29 15:25:00,40
u_0046,DA_LZ_125,DA,SQL_DATABASE,SQL_DATABASE,MC_SINGLE,EASY,0.3,0,0.363,0.3623,2025-09-01 09:49:00,1
u_0046,DA_LZ_004,DA,SQL_DATABASE,SQL_DATABASE,CODING,EASY,0.3,2,0.3623,0.4133,2025-09-01 09:56:00,2
u_0046,DA_YH_104,DA,SQL_DATABASE,SQL_DATABASE,PRACTICE,EASY,0.3,2,0.4133,0.4602,2025-09-01 10:03:00,3
u_0046,GEN_DA_BI_TOOLS_011,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,EASY,0.3,2,0.104,0.1757,2025-09-01 10:06:00,4
u_0046,GEN_DA_BI_TOOLS_036,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,EASY,0.3,1,0.1757,0.2416,2025-09-01 10:13:00,5
u_0046,GEN_DA_BI_TOOLS_006,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,EASY,0.3,0,0.2416,0.2411,2025-09-01 10:18:00,6
u_0046,GEN_DA_ANALYTICS_066,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,EASY,0.3,0,0.244,0.2435,2025-09-01 10:22:00,7
u_0046,DA_LZ_098,DA,SQL_DATABASE,SQL_DATABASE,MC_SINGLE,MEDIUM,0.55,0,0.4602,0.4593,2025-09-01 10:27:00,8
u_0046,DA_LZ_059,DA,SQL_DATABASE,SQL_DATABASE,THEORY,MEDIUM,0.55,1,0.4593,0.5026,2025-09-01 10:33:00,9
u_0046,DA_LZ_073,DA,SQL_DATABASE,SQL_DATABASE,PRACTICE,MEDIUM,0.55,2,0.5026,0.5424,2025-09-01 10:41:00,10
u_0046,GEN_DA_BI_TOOLS_017,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,MEDIUM,0.55,0,0.2411,0.2407,2025-09-01 10:46:00,11
u_0046,DA_YH_072,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,EASY,0.3,0,0.336,0.3353,2025-09-01 10:49:00,12
u_0046,GEN_DA_BI_TOOLS_003,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,MEDIUM,0.55,2,0.2407,0.3014,2025-09-01 10:56:00,13
u_0046,GEN_DA_BI_TOOLS_037,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,MEDIUM,0.55,0,0.3014,0.3008,2025-09-01 10:59:00,14
u_0046,DA_YH_065,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,MEDIUM,0.55,2,0.3353,0.3885,2025-09-01 11:03:00,15
u_0046,CONV_TF_0043,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,TRUE_FALSE,MEDIUM,0.55,0,0.3885,0.3877,2025-09-01 11:07:00,16
u_0046,GEN_DA_STATISTICS_020,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,MEDIUM,0.55,0,0.3877,0.3869,2025-09-01 11:10:00,17
u_0046,GEN_DA_ANALYTICS_071,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,MEDIUM,0.55,0,0.2435,0.243,2025-09-01 11:15:00,18
u_0046,DA_YH_058,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,MEDIUM,0.55,1,0.3869,0.436,2025-09-01 11:21:00,19
u_0046,GEN_DA_ANALYTICS_095,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,MEDIUM,0.55,0,0.243,0.2425,2025-09-01 11:29:00,20
u_0046,GEN_DA_STATISTICS_015,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,MEDIUM,0.55,1,0.436,0.4811,2025-09-01 11:37:00,21
u_0046,GEN_DA_ANALYTICS_065,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,MEDIUM,0.55,0,0.2425,0.2421,2025-09-01 11:45:00,22
u_0046,GEN_DA_ANALYTICS_060,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,MEDIUM,0.55,0,0.2421,0.2416,2025-09-01 11:50:00,23
u_0046,GEN_DA_ANALYTICS_055,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,MEDIUM,0.55,0,0.2416,0.2411,2025-09-01 11:53:00,24
u_0046,GEN_DA_PYTHON_DA_015,DA,PYTHON_ANALYTICS,PYTHON_ANALYTICS,THEORY,MEDIUM,0.55,0,0.156,0.1557,2025-09-01 11:57:00,25
u_0046,GEN_DA_PYTHON_DA_047,DA,PYTHON_ANALYTICS,PYTHON_ANALYTICS,THEORY,MEDIUM,0.55,0,0.1557,0.1554,2025-09-01 12:00:00,26
u_0046,GEN_DA_PYTHON_DA_033,DA,PYTHON_ANALYTICS,PYTHON_ANALYTICS,THEORY,MEDIUM,0.55,0,0.1554,0.1551,2025-09-01 12:04:00,27
u_0046,GEN_DA_PYTHON_DA_045,DA,PYTHON_ANALYTICS,PYTHON_ANALYTICS,THEORY,MEDIUM,0.55,0,0.1551,0.1548,2025-09-01 12:11:00,28
u_0046,GEN_DA_PYTHON_DA_027,DA,PYTHON_ANALYTICS,PYTHON_PANDAS,THEORY,MEDIUM,0.55,0,0.1548,0.1544,2025-09-01 12:16:00,29
u_0046,GEN_DA_PYTHON_DA_007,DA,PYTHON_ANALYTICS,PYTHON_ANALYTICS,THEORY,MEDIUM,0.55,0,0.1544,0.1541,2025-09-01 12:24:00,30
u_0046,GEN_DA_BI_TOOLS_049,DA,BI_VISUALIZATION,TOOL_TABLEAU,THEORY,HARD,0.8,0,0.3008,0.3002,2025-09-01 12:31:00,31
u_0046,DA_LZ_075,DA,SQL_DATABASE,SQL_DATABASE,PRACTICE,HARD,0.8,0,0.5424,0.5413,2025-09-01 12:34:00,32
u_0046,GEN_DA_STATISTICS_007,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,HARD,0.8,1,0.4811,0.5226,2025-09-01 12:40:00,33
u_0046,GEN_DA_BI_TOOLS_042,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,HARD,0.8,0,0.3002,0.2996,2025-09-01 12:43:00,34
u_0046,GEN_DA_STATISTICS_031,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,HARD,0.8,2,0.5226,0.5608,2025-09-01 12:47:00,35
u_0046,GEN_DA_ANALYTICS_049,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,HARD,0.8,0,0.2411,0.2406,2025-09-01 12:52:00,36
u_0046,GEN_DA_PYTHON_DA_019,DA,PYTHON_ANALYTICS,PYTHON_PANDAS,THEORY,HARD,0.8,0,0.1541,0.1538,2025-09-01 12:58:00,37
u_0046,GEN_DA_PYTHON_DA_034,DA,PYTHON_ANALYTICS,PYTHON_PANDAS,THEORY,HARD,0.8,0,0.1538,0.1535,2025-09-01 13:04:00,38
u_0046,DA_LZ_108,DA,SQL_DATABASE,SQL_DATABASE,MC_SINGLE,HARD,0.8,0,0.5413,0.5402,2025-09-01 13:07:00,39
u_0046,GEN_DA_ANALYTICS_094,DA,ANALYTICS_BUSINESS,ANALYTICS_FUNNEL,THEORY,HARD,0.8,0,0.2406,0.2401,2025-09-01 13:15:00,40
u_0157,GEN_DA_BI_TOOLS_043,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,EASY,0.3,1,0.477,0.5188,2024-12-24 12:56:00,1
u_0157,GEN_DA_BI_TOOLS_016,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,EASY,0.3,2,0.5188,0.5573,2024-12-24 13:04:00,2
u_0157,DA_LZ_054,DA,SQL_DATABASE,SQL_DATABASE,CODING,EASY,0.3,2,0.403,0.4508,2024-12-24 13:09:00,3
u_0157,DA_LZ_114,DA,SQL_DATABASE,SQL_DATABASE,MC_SINGLE,EASY,0.3,2,0.4508,0.4947,2024-12-24 13:12:00,4
u_0157,DA_YH_062,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,EASY,0.3,0,0.405,0.4042,2024-12-24 13:17:00,5
u_0157,GEN_DA_BI_TOOLS_013,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,EASY,0.3,2,0.5573,0.5927,2024-12-24 13:24:00,6
u_0157,DA_YH_071,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,EASY,0.3,2,0.4042,0.4519,2024-12-24 13:31:00,7
u_0157,GEN_DA_ANALYTICS_066,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,EASY,0.3,2,0.455,0.4986,2024-12-24 13:34:00,8
u_0157,DA_YH_068,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,EASY,0.3,2,0.4519,0.4957,2024-12-24 13:39:00,9
u_0157,CONV_TF_0059,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,TRUE_FALSE,EASY,0.3,2,0.4957,0.536,2024-12-24 13:44:00,10
u_0157,GEN_DA_PYTHON_DA_036,DA,PYTHON_ANALYTICS,PYTHON_ANALYTICS,THEORY,EASY,0.3,2,0.282,0.3394,2024-12-24 13:51:00,11
u_0157,GEN_DA_ANALYTICS_036,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,EASY,0.3,2,0.4986,0.5387,2024-12-24 13:59:00,12
u_0157,GEN_DA_ANALYTICS_101,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,EASY,0.3,1,0.5387,0.5756,2024-12-24 14:05:00,13
u_0157,DA_LZ_074,DA,SQL_DATABASE,SQL_DATABASE,PRACTICE,MEDIUM,0.55,0,0.4947,0.4937,2024-12-24 14:12:00,14
u_0157,DA_LZ_023,DA,SQL_DATABASE,SQL_DATABASE,CODING,MEDIUM,0.55,2,0.4937,0.5342,2024-12-24 14:19:00,15
u_0157,DA_LZ_036,DA,SQL_DATABASE,SQL_DATABASE,CODING,MEDIUM,0.55,2,0.5342,0.5715,2024-12-24 14:22:00,16
u_0157,DA_GH_101,DA,SQL_DATABASE,SQL_DATABASE,CODING,MEDIUM,0.55,0,0.5715,0.5703,2024-12-24 14:25:00,17
u_0157,DA_LZ_104,DA,SQL_DATABASE,SQL_DATABASE,MC_SINGLE,MEDIUM,0.55,1,0.5703,0.6047,2024-12-24 14:32:00,18
u_0157,GEN_DA_BI_TOOLS_035,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,MEDIUM,0.55,1,0.5927,0.6253,2024-12-24 14:40:00,19
u_0157,GEN_DA_BI_TOOLS_037,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,MEDIUM,0.55,1,0.6253,0.6553,2024-12-24 14:44:00,20
u_0157,GEN_DA_STATISTICS_005,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,MEDIUM,0.55,1,0.536,0.5732,2024-12-24 14:47:00,21
u_0157,GEN_DA_ANALYTICS_072,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,MEDIUM,0.55,0,0.6553,0.654,2024-12-24 14:52:00,22
u_0157,CONV_FB_0029,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,FILL_BLANK,MEDIUM,0.55,1,0.5732,0.6073,2024-12-24 15:00:00,23
u_0157,GEN_DA_STATISTICS_010,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,MEDIUM,0.55,0,0.6073,0.6061,2024-12-24 15:08:00,24
u_0157,GEN_DA_ANALYTICS_090,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,MEDIUM,0.55,0,0.5756,0.5745,2024-12-24 15:15:00,25
u_0157,GEN_DA_ANALYTICS_047,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,MEDIUM,0.55,2,0.5745,0.6085,2024-12-24 15:21:00,26
u_0157,GEN_DA_PYTHON_DA_010,DA,PYTHON_ANALYTICS,PYTHON_ANALYTICS,THEORY,MEDIUM,0.55,0,0.3394,0.3388,2024-12-24 15:29:00,27
u_0157,GEN_DA_STATISTICS_023,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,MEDIUM,0.55,2,0.6061,0.6376,2024-12-24 15:33:00,28
u_0157,GEN_DA_PYTHON_DA_020,DA,PYTHON_ANALYTICS,PYTHON_PANDAS,THEORY,MEDIUM,0.55,1,0.3388,0.3917,2024-12-24 15:41:00,29
u_0157,GEN_DA_PYTHON_DA_008,DA,PYTHON_ANALYTICS,PYTHON_ANALYTICS,THEORY,MEDIUM,0.55,0,0.3917,0.3909,2024-12-24 15:49:00,30
u_0157,GEN_DA_PYTHON_DA_027,DA,PYTHON_ANALYTICS,PYTHON_PANDAS,THEORY,MEDIUM,0.55,0,0.3909,0.3901,2024-12-24 15:53:00,31
